reference_genome	pangolin_lineage	WHO_label
hCoV-19/USA/GA-CDC-LC0759851/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-GBW-B838760/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5280B/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5289K/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5295Q/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-CDC-LC0775347/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5045A/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5061Q/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5056L/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5049E/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4762D/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4732Z/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4928N/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-CDC-LC0794523/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5419K/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5422N/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5439E/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5442H/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5443I/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5201A/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5037S/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-GPHL-2770/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4940Z/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4960T/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5350T/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5508V/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5576D/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4798N/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4803S/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4805U/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5250X/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5867U/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5445K/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5854L/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5232F/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5952P/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5256D/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4693M/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4740H/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4750R/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4758Z/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5221U/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5267O/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5271S/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-6276X/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5628V/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5640H/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-5646N/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-6509W/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0886/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0896/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0902/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0905/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0916/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0917/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0918/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0920/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0921/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0923/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0925/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0933/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0934/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0940/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0943/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0950/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0960/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0973/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0975/2022	BA.2.12.1	Omicron_BA.2
hCoV-19/USA/GA-EHC-4618P/2022	BA.2.13	Omicron_BA.2
hCoV-19/USA/GA-EHC-4673S/2022	BA.2.13	Omicron_BA.2
hCoV-19/USA/GA-CDC-LC0661827/2022	BA.2.18	Omicron_BA.2
hCoV-19/USA/GA-EHC-4523Y/2022	BA.2.18	Omicron_BA.2
hCoV-19/USA/GA-EHC-4689I/2022	BA.2.18	Omicron_BA.2
hCoV-19/USA/GA-EHC-4850N/2022	BA.2.18	Omicron_BA.2
hCoV-19/USA/GA-EHC-4696P/2022	BA.2.18	Omicron_BA.2
hCoV-19/USA/GA-EHC-4362T/2022	BA.2.26	Omicron_BA.2
hCoV-19/USA/GA-EHC-4363U/2022	BA.2.26	Omicron_BA.2
hCoV-19/USA/GA-EHC-4104V/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4394Z/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4389U/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4393Y/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4365W/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4369A/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4370B/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4373E/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4498Z/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4508J/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4526B/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4608F/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4560J/2022	BA.2.3	Omicron_BA.2
hCoV-19/USA/GA-EHC-4383O/2022	BA.2.3.17	Omicron_BA.2
hCoV-19/USA/GA-GBW-H20-295-5377/2022	BA.2.3.20	Omicron_BA.2
hCoV-19/USA/GA-EHC-4665K/2022	BA.2.3.6	Omicron_BA.2
hCoV-19/USA/GA-EHC-4569S/2022	BA.2.32	Omicron_BA.2
hCoV-19/USA/GA-EHC-4385Q/2022	BA.2.36	Omicron_BA.2
hCoV-19/USA/GA-EHC-4524Z/2022	BA.2.36	Omicron_BA.2
hCoV-19/USA/GA-EHC-4609G/2022	BA.2.36	Omicron_BA.2
hCoV-19/USA/GA-EHC-4559I/2022	BA.2.36	Omicron_BA.2
hCoV-19/USA/GA-EHC-4669O/2022	BA.2.48	Omicron_BA.2
hCoV-19/USA/GA-EHC-5003K/2022	BA.2.56	Omicron_BA.2
hCoV-19/USA/GA-EHC-5255C/2022	BA.2.56	Omicron_BA.2
hCoV-19/USA/GA-EHC-4838B/2022	BA.2.59	Omicron_BA.2
hCoV-19/USA/GA-EHC-4488P/2022	BA.2.65	Omicron_BA.2
hCoV-19/USA/GA-CDC-LC0668644/2022	BA.2.65	Omicron_BA.2
hCoV-19/USA/GA-EHC-4622T/2022	BA.2.65	Omicron_BA.2
hCoV-19/USA/GA-CDC-LC0679677/2022	BA.2.7	Omicron_BA.2
hCoV-19/USA/GA-EHC-5140R/2022	BA.2.7	Omicron_BA.2
hCoV-19/USA/GA-ROAPS-0909/2022	BA.2.73	Omicron_BA.2
hCoV-19/USA/GA-UW-22072670385/2022	BA.2.76	Omicron_BA.2
hCoV-19/USA/GA-EHC-4273I/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-CDC-LC0577205/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-EHC-4348F/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-CDC-LC0615078/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-EHC-4391W/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-EHC-4490R/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-CDC-LC0677028/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-EHC-4584H/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-EHC-4587K/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-EHC-4840D/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-EHC-4924J/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-EHC-4721O/2022	BA.2.9	Omicron_BA.2
hCoV-19/USA/GA-CDC-LC0584704/2022	BA.2.9.7	Omicron_BA.2
hCoV-19/USA/GA-EHC-5920R/2022	BA.4.1	Omicron_BA.4
hCoV-19/USA/GA-EHC-5935C/2022	BA.5.1.22	Omicron_BA.5
hCoV-19/USA/GA-ASC-210831910/2022	BA.5.1.30	Omicron_BA.5
hCoV-19/USA/GA-EHC-4937W/2022	BA.5.2.20	Omicron_BA.5
hCoV-19/USA/GA-EHC-6397O/2022	BA.5.2.6	Omicron_BA.5
hCoV-19/USA/GA-ASC-210829445/2022	BA.5.5.2	Omicron_BA.5
hCoV-19/USA/GA-EHC-6790R/2022	BF.10	Omicron_BF
hCoV-19/USA/GA-EHC-6208H/2022	BF.26	Omicron_BF
hCoV-19/USA/GA-EHC-6250X/2022	BF.5	Omicron_BF
hCoV-19/USA/GA-EHC-5964B/2022	BF.7	Omicron_BF
hCoV-19/USA/GA-EHC-6433Y/2022	BF.7	Omicron_BF
hCoV-19/USA/GA-ROAPS-1032/2022	BF.7	Omicron_BF
hCoV-19/USA/GA-EHC-6628L/2022	BF.7.7	Omicron_BF
hCoV-19/USA/GA-EHC-4921G/2022	BG.5	Omicron_BG
hCoV-19/USA/GA-ROAPS-0914/2022	BG.5	Omicron_BG
hCoV-19/USA/GA-EHC-6653K/2022	BM.1.1	Omicron_BM
hCoV-19/USA/GA-EHC-6570F/2022	BM.1.1.3	Omicron_BM
hCoV-19/USA/GA-CDC-LC0928797/2022	BN.1	Omicron_BN
hCoV-19/USA/GA-EHC-6436B/2022	BN.1	Omicron_BN
hCoV-19/USA/GA-EHC-6525M/2022	BN.1	Omicron_BN
hCoV-19/USA/GA-EHC-6577M/2022	BN.1	Omicron_BN
hCoV-19/USA/GA-EHC-6550L/2022	BN.1	Omicron_BN
hCoV-19/USA/GA-EHC-6578N/2022	BN.1.3	Omicron_BN
hCoV-19/USA/GA-EHC-6568D/2022	BN.1.3	Omicron_BN
hCoV-19/USA/GA-EHC-6614X/2022	BN.1.3	Omicron_BN
hCoV-19/USA/GA-ROAPS-1145/2022	BN.1.3	Omicron_BN
hCoV-19/USA/GA-EHC-6751E/2022	BQ.1	Omicron_BQ
hCoV-19/USA/GA-CDC-LC0958194/2022	BQ.1.1	Omicron_BQ
hCoV-19/USA/GA-EHC-6584T/2022	BR.1.2	Omicron_BR
hCoV-19/USA/GA-EHC-6662T/2022	BR.5	Omicron_BR
hCoV-19/USA/GA-EHC-6323S/2022	CA.1	Omicron_CA
hCoV-19/USA/GA-EHC-6325U/2022	CA.1	Omicron_CA
hCoV-19/USA/GA-EHC-6760N/2022	CM.2	Omicron_CM
hCoV-19/USA/GA-ROAPS-1178/2022	CM.2	Omicron_CM
hCoV-19/USA/GA-EHC-4685E/2022	XAM	Omicron_XAM
hCoV-19/USA/GA-GPHL-1407/2022	XAP	Omicron_XAP
hCoV-19/USA/GA-GPHL-1408/2022	XAP	Omicron_XAP
hCoV-19/USA/VA-VTVAS3-GSC41217/2022	XBB.1.5	Omicron_XBB
hCoV-19/USA/GA-CDC-ASC210136202/2021	AY.25	Delta
hCoV-19/USA/GA-CDC-ASC210629471/2021	AY.3	Delta
hCoV-19/USA/GA-CDC-ASC210628153/2021	AY.100	Delta
hCoV-19/USA/GA-CDC-IBX243566366876/2021	AY.103	Delta
hCoV-19/USA/GA-CDC-ASC210629467/2021	AY.39.1	Delta
hCoV-19/USA/GA-CDC-QDX31963224/2021	AY.100	Delta
hCoV-19/USA/GA-CDC-QDX31921868/2021	AY.118	Delta
hCoV-19/USA/GA-CDC-QDX31921846/2021	AY.25.1	Delta
hCoV-19/USA/GA-CDC-QDX31921855/2021	AY.103	Delta
hCoV-19/USA/GA-CDC-QDX31921852/2021	AY.103	Delta
hCoV-19/USA/GA-CDC-ASC210630690/2021	AY.25	Delta
hCoV-19/USA/GA-CDC-ASC210630687/2021	AY.3	Delta
hCoV-19/USA/GA-CDC-ASC210637092/2021	AY.39	Delta
hCoV-19/USA/GA-CDC-ASC210636265/2021	AY.113	Delta
hCoV-19/USA/GA-CDC-ASC210635843/2021	AY.25	Delta
hCoV-19/USA/GA-CDC-MMB11926365/2021	AY.103	Delta
hCoV-19/USA/GA-CDC-MMB11919988/2021	AY.100	Delta
hCoV-19/USA/GA-CDC-MMB11923976/2021	AY.103	Delta
hCoV-19/USA/GA-CDC-MMB11944692/2021	AY.44	Delta
hCoV-19/USA/GA-CDC-STM-S8949JKNY/2021	AY.3	Delta
hCoV-19/USA/GA-CDC-STM-MQASE9K84/2021	AY.39.1	Delta
hCoV-19/USA/GA-CDC-STM-7YY43FRJP/2021	AY.47	Delta
hCoV-19/USA/GA-CDC-STM-2QB32V3DY/2021	AY.100	Delta
hCoV-19/USA/GA-CDC-STM-AUNKV59DU/2021	AY.25.1	Delta
hCoV-19/USA/GA-GPHL-2629/2021	AY.25.1	Delta
hCoV-19/USA/GA-CDC-MMB12126674/2021	AY.3	Delta
hCoV-19/USA/GA-CDC-MMB12121686/2021	AY.103	Delta
hCoV-19/USA/GA-CDC-MMB12188163/2021	AY.25	Delta
hCoV-19/USA/GA-CDC-MMB12196647/2021	AY.119	Delta
hCoV-19/USA/GA-CDC-MMB12190054/2021	AY.3	Delta
hCoV-19/USA/GA-CDC-MMB12049926/2021	AY.3	Delta
hCoV-19/USA/GA-CDC-MMB12060335/2021	AY.39	Delta
hCoV-19/USA/GA-CDC-MMB12070676/2021	AY.100	Delta
hCoV-19/USA/GA-CDC-MMB12168093/2021	AY.122	Delta
hCoV-19/USA/GA-CDC-MMB12163133/2021	AY.39	Delta
hCoV-19/USA/GA-CDC-MMB12232083/2021	AY.44	Delta
hCoV-19/USA/GA-CDC-ASC210570431/2021	AY.113	Delta
hCoV-19/USA/GA-CDC-MMB12192423/2021	AY.44	Delta
hCoV-19/USA/GA-CDC-MMB12220926/2021	AY.3	Delta
hCoV-19/USA/GA-CDC-MMB12208211/2021	AY.103	Delta
hCoV-19/USA/GA-CDC-MMB12207379/2021	AY.122	Delta
hCoV-19/USA/GA-CDC-MMB12211283/2021	AY.103	Delta
hCoV-19/USA/GA-CDC-MMB12239519/2021	AY.44	Delta
hCoV-19/USA/GA-CDC-MMB12243463/2021	AY.3	Delta
hCoV-19/USA/GA-CDC-MMB12245299/2021	AY.43	Delta
hCoV-19/USA/GA-CDC-MMB12243466/2021	AY.3	Delta
hCoV-19/USA/GA-CDC-MMB12251648/2021	AY.3	Delta
hCoV-19/USA/GA-CDC-QDX32302472/2021	AY.44	Delta
hCoV-19/USA/GA-CDC-MMB12519525/2021	AY.3	Delta
hCoV-19/USA/GA-GPHL-284/2022	AY.3	Delta
hCoV-19/USA/GA-ROAPS-1115/2022	BM.4.1.1	Omicron_BM
hCoV-19/USA/GA-IVY-ZZX9KROK/2021	B.1.621	Mu
hCoV-19/USA/GA-GPHL-0610/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX27248914/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09496008/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210159696/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-LC0098351/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09400763/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09353455/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09409030/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09537097/2021	B.1.621.1	Mu
hCoV-19/USA/GA-CDC-MMB09537163/2021	B.1.621.1	Mu
hCoV-19/USA/GA-CDC-MMB09550493/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-LC0162829/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-LC0164898/2021	B.1.621.1	Mu
hCoV-19/USA/GA-CDC-4238088-001/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX27611034/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-4232803-001/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210206407/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210237527/2021	B.1.621.1	Mu
hCoV-19/USA/GA-CDC-ASC210232049/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210249441/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210239275/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210115635/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210187277/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210077155/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09615764/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-LC0194403/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-LC0228680/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-LC0225944/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-4216679-001/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09640234/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000068615/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000073895/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000066112/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000061943/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000065457/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000067095/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000071684/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09194211/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09245040/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB08726217/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09194238/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB08967920/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09146912/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB08750323/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09154896/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09259269/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB08982681/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB08982447/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09123328/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09146929/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB09084446/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210061160/2021	B.1.621.1	Mu
hCoV-19/USA/GA-CDC-ASC210112362/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210155909/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210064916/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210107795/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210155910/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210065751/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210113342/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210065950/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210154433/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-ASC210241406/2021	B.1.621.1	Mu
hCoV-19/USA/GA-CDC-QDX25847594/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX26763445/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX25847656/2021	B.1.621.1	Mu
hCoV-19/USA/GA-CDC-QDX26763275/2021	B.1.621.1	Mu
hCoV-19/USA/GA-CDC-QDX26763265/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX26763635/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX26031985/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX26573483/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX26573690/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX26763639/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX25847631/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX25890676/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX26573538/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX26573502/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-LC0262676/2021	B.1.621.1	Mu
hCoV-19/USA/GA-CDC-ASC210177306/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-MMB10436180/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-QDX27870508/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000705958/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000708575/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000704839/2021	B.1.621.1	Mu
hCoV-19/USA/GA-CDC-STM-000704108/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000704720/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000711794/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000714541/2021	B.1.621	Mu
hCoV-19/USA/GA-CDC-STM-000045452/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-STM-000043903/2021	P.1	Gamma
hCoV-19/USA/GA-ROAPS-0026/2021	P.1.10	Gamma
hCoV-19/USA/GA-ROAPS-0083/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-ASC210049420/2021	P.1.10	Gamma
hCoV-19/USA/GA-CDC-STM-000056029/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-LC0052349/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-ASC210034880/2021	P.1	Gamma
hCoV-19/USA/GA-EHC-1228H/2021	P.1	Gamma
hCoV-19/USA/GA-EHC-1229I/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-STM-000065643/2021	P.1.10	Gamma
hCoV-19/USA/GA-CDC-STM-000065621/2021	P.1.10	Gamma
hCoV-19/USA/GA-CDC-ASC210059051/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-ASC210058874/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-ASC210037904/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-STM-000066451/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-2-4369515/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-STM-000071223/2021	P.1.10	Gamma
hCoV-19/USA/GA-CDC-ASC210031910/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-MMB08754819/2021	P.1	Gamma
hCoV-19/USA/GA-EHC-1341Q/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-STM-000072788/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-MMB08697342/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-MMB08906345/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-4175909-001/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-MMB09172331/2021	P.1.10	Gamma
hCoV-19/USA/GA-EHC-1504X/2021	P.1.10	Gamma
hCoV-19/USA/GA-CDC-MMB09080972/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-ASC210153808/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-ASC210154335/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-QDX25890724/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-QDX26400222/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-MMB09340441/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-QDX26531310/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-QDX26299786/2021	P.1.10	Gamma
hCoV-19/USA/GA-CDC-QDX27248924/2021	P.1.10	Gamma
hCoV-19/USA/GA-CDC-MMB09376927/2021	P.1	Gamma
hCoV-19/USA/GA-GPHL-0800/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-LC0142900/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-LC0147515/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-MMB09572195/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-LC0175243/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-4193208-001/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-ASC210240254/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-ASC210243880/2021	P.1.17	Gamma
hCoV-19/USA/GA-EHC-1809Q/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-MMB09613163/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-MMB09474112/2021	P.1	Gamma
hCoV-19/USA/GA-CDC-ASC210243608/2021	P.1.15	Gamma
hCoV-19/USA/GA-EHC-1988N/2021	P.1	Gamma
hCoV-19/USA/GA-EHC-787I/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000015940/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000016735/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000019295/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000021167/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000026434/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000026855/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-LC0021629/2021	B.1.351	Beta
hCoV-19/USA/GA-GPHL-0155/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000033276/2021	B.1.351	Beta
